GENERAL_ID,Risk_category,registration_number,Lat,Lon,County,Address,Post_code,Locality,Year Built,Height Regime,Apartment count,Surface,Examination Year,Certified expert,Observations,Cadastre Number,Land Registry Number,Administration Update,Admin Update
146,Rs I,145,44.430995,26.106013,București,Strada SFÂNTA VINERI,5,Sector,1933,S+P+4E+Ma,12,1762,1993,Paul VERNESCU. Mircea DABIJA,,,,07.04.2016,03.05.2016
147,Rs I,146,44.430829,26.106252,București,Strada SFÂNTA VINERI,7,Sector,1925,S+P+2E+Ma,17,819,1993,Paul VERNESCU,,,,07.04.2016,03.05.2016
148,Rs I,147,44.431214,26.099517,București,Strada SMÂRDAN,18,Sector,1940,S+P+7E,31,7273,1994,Dan POPESCU,,,,07.04.2016,03.05.2016
149,Rs I,148,44.437333,26.111713,București,Strada SPĂTARULUI,1,Sector,1935,P+6E,17,2706,1993,Gabriel NICULESCU,,,,07.04.2016,03.05.2016
150,Rs I,149,44.440184,26.114102,București,Strada SPĂTARULUI,36,Sector,1934,S+P+4E,19,2131,1993,Adina SIMION,,,,07.04.2016,03.05.2016
151,Rs I,150,44.438122,26.108455,București,Strada SPERANŢEI,24,Sector,1940,S+P+6E,11,16,1997,Stere CARACOTI,,,,07.04.2016,03.05.2016
152,Rs I,151,44.431542,26.107309,București,Strada STELEA SPĂTARU,17,Sector,1937,S+P+6E,52,4125,1994,Marin TEODOR,,,,07.04.2016,03.05.2016
153,Rs I,152,44.430694,26.100555,București,Strada ŞELARI,22,Sector,1900,S+P+3E+Ma,16,570,2012,Mihai URSACHESCU,încadrare în clasă de risc seismic în anul 2012,,,07.04.2016,03.05.2016
154,Rs I,153,44.430699,26.103074,București,Strada ŞEPCARI,10,Sector,1890,S+P+3E,2,403,1993,Stelian PICULESCU,,,,07.04.2016,03.05.2016
155,Rs I,154,44.438784,26.092244,București,Strada ŞIPOTUL FÂNTÂNILOR,5,Sector,1948,S+P+7E,21,1697,1993,Aurelian PAVELESCU,,,,07.04.2016,03.05.2016
156,Rs I,155,44.451936,26.12101,București,Şoseaua ŞTEFAN CEL MARE,33,Sector,1963,S+P+9E,169,13759,1993,Marin TEODOR,,,,07.04.2016,03.05.2016
157,Rs I,156,44.452804,26.111683,București,Şoseaua ŞTEFAN CEL MARE (tronson de capăt. scara 5),31,Sector,1963,S+P+9E,33,217,1997,Marin TEODOR 1993; 1997,,,,07.04.2016,03.05.2016
158,Rs I,157,44.436728,26.11221,București,Strada ŞTEFAN LUCHIAN,3,Sector,1935,DS+P+5E,19,212,1993,Marin TEODOR; Valentin GEORGESCU,,,,07.04.2016,03.05.2016
159,Rs I,158,44.436372,26.112524,București,Strada ŞTEFAN LUCHIAN,12C,Sector,1933,S+P+4E+Ma,11,864,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
160,Rs I,159,44.440264,26.092795,București,Strada ŞTIRBEI VODĂ,16,Sector,1934,P+7E,23,4414,1994,Mihai NAVODARIU,,,,07.04.2016,03.05.2016
161,Rs I,160,44.440268,26.092431,București,Strada ŞTIRBEI VODĂ,20,Sector,1935,S+P+6E+Ma,33,425,2001,Gabriel NICULESCU,,,,07.04.2016,03.05.2016
162,Rs I,161,44.44416,26.096861,București,Strada TACHE IONESCU,3,Sector,1935,S+P+9E,19,221,1993,Zefir APOSTOL,,,,07.04.2016,03.05.2016
163,Rs I,162,44.439003,26.103686,București,Strada TUDOR ARGHEZI Strada BATIŞTE,26 17,Sector,1939,S+P+8E,76,797,1993,Emilian TITARU,,,,07.04.2016,03.05.2016
164,Rs I,163,44.440933,26.102425,București,Strada TUDOR ARGHEZI,54,Sector,1924,S+P+7E,19,2612,1996,Helmuth KOBER,,,,07.04.2016,03.05.2016
165,Rs I,164,44.437754,26.107628,București,Strada VASILE LASCĂR,18,Sector,1935,S+P+6E,35,5041,1993,Emilian TITARU,,,,07.04.2016,03.05.2016
166,Rs I,165,44.438684,26.107994,București,Strada VASILE LASCĂR,26(28,Sector,1937,P+6E,28,308,1993,Mircea DABIJA; Paul VERNESCU,,,,07.04.2016,03.05.2016
167,Rs I,166,44.42917,26.095019,București,Strada VÂNĂTORI,1A,Sector,1936,S+P+5E+Ma,17,1296,2012,Horia DUGAN,încadrare în clasă de risc seismic în anul 2012,,,07.04.2016,03.05.2016
168,Rs I,167,44.429223,26.094701,București,Strada VÂNĂTORI,3(3A,Sector,1891,S+P+3E+Ma,19,2378,1995,Constantin ARIENESCU,,,,07.04.2016,03.05.2016
169,Rs I,168,44.436557,26.093383,București,Intrarea VICTOR EFTIMIU,9,Sector,1935,S+P+8E,88,7905,1994,Nicolae TEMELCU,,,,07.04.2016,03.05.2016
170,Rs I,169,44.430383,26.096888,București,Calea VICTORIEI,2(4,Sector,1928,S+P+8E,72,11782,1993,Voicu DORDEA,,,,07.04.2016,03.05.2016
171,Rs I,170,44.434099,26.098194,București,Calea VICTORIEI,25,Sector,1936,2S+P+12E,49,6071,1993,Mircea MIRONESCU,,,,07.04.2016,03.05.2016
172,Rs I,171,44.435602,26.097808,București,Calea VICTORIEI,31,Sector,1909,S+P+4E,28,4545,1995,Mihai URSACHESCU,încadrare în clasă de risc seismic în anul 2008,,,07.04.2016,03.05.2016
173,Rs I,172,44.436628,26.098029,București,Calea VICTORIEI,52,Sector,1850,S+P+3E,31,3447,1995,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
174,Rs I,173,44.443342,26.092967,București,Calea VICTORIEI,95,Sector,1938,S+P+11E,37,4167,1993,Dan CAPATINA,,,,07.04.2016,03.05.2016
175,Rs I,174,44.441972,26.094241,București,Calea VICTORIEI (corp A + B),101,Sector,1938,S+P+10E,95,7572,1994,Eugeniu IORDANESCU,,,,07.04.2016,03.05.2016
176,Rs I,175,44.442046,26.094222,București,Calea VICTORIEI,112,Sector,1939,S+P+MZ+8E,27,5212,1995,Dan POPESCU,,,,07.04.2016,03.05.2016
177,Rs I,176,44.443392,26.093071,București,Calea VICTORIEI,124,Sector,1900,S+P+5E+Ma,28,3377,1997,Valentin GEORGESCU,,,,07.04.2016,03.05.2016
178,Rs I,177,44.448538,26.088925,București,Calea VICTORIEI,139,Sector,1942,S+P+7E,30,129,1993,Rodica ANGELESCU,,,,07.04.2016,03.05.2016
179,Rs I,178,44.449503,26.088614,București,Calea VICTORIEI,208,Sector,1940,P+7E+Ma,44,52,1996,Mihai NAVODARIU,,,,07.04.2016,03.05.2016
180,Rs I,179,44.449723,26.088163,București,Calea VICTORIEI,214,Sector,1941,S+P+8E,69,425,1994,Dragoş BADEA,,,,07.04.2016,03.05.2016
181,Rs I,180,44.450551,26.087485,București,Calea VICTORIEI,220,Sector,1938,2S+P+4E,0,22,2014,Mihai VOICULESCU,1938+1945 / încadrare în clasă de risc seismic în anul 2014,,,07.04.2016,03.05.2016
182,Rs I,181,44.448184,26.11524,București,Strada VIITORULUI,114,Sector,1930,S+P+3E,5,817,1993,Dragoş BADEA,,,,07.04.2016,03.05.2016
183,Rs I,182,44.429072,26.118215,București,Strada VULTURILOR,25,Sector,1935,P+5E,20,2061,1994,Adina SIMION,,,,07.04.2016,03.05.2016
184,Rs I,1,44.434135,26.099474,București,Strada ACADEMIEI,1,Sector,1905,S+P+2E,0,1385,1993,Ion VARSA,,,,07.04.2016,03.05.2016
185,Rs I,2,44.448949,26.081725,București,Bulevardul ALEXANDRU IOAN CUZA,9,Sector,1929,S+P+2E+Ma,6,915,1993,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
186,Rs I,3,44.446615,26.119664,București,Strada ARDELENI,16,Sector,1940,S+P+2E+Ma,6,890,2008,Adina SIMION,încadrare în clasă de risc seismic în anul 2008,,,07.04.2016,03.05.2016
187,Rs I,4,44.430139,26.105316,București,Strada BAIA DE FIER,1,Sector,1885,S+P+1 E+Ma,3,448,1993,Laurentju SPOIALA,,,,07.04.2016,03.05.2016
188,Rs I,5,44.430139,26.105316,București,Strada BAIA DE FIER,1A,Sector,1883,S+P+1 E+Ma,4,547,1993,Laurentju SPOIALA,,,,07.04.2016,03.05.2016
189,Rs I,6,44.430255,26.105596,București,Strada BAIA DE FIER,4,Sector,1922,S+P+2E,3,156,1995,Laurenţiu SPOIALA,,,,07.04.2016,03.05.2016
190,Rs I,7,44.42998,26.105367,București,Strada BARAŢIEI,44,Sector,1935,S+P+Mz+2E+Ma,7,596,1993,Laurenţiu SPOIALA,,,,07.04.2016,03.05.2016
191,Rs I,8,44.422179,26.039059,București,Strada BĂRĂŢIE,50,Sector,1824,S+P+1E+Pod,1,363,1993,Laurenţiu SPOIALA,,,,07.04.2016,03.05.2016
192,Rs I,9,44.425314,26.102199,București,Strada BIBESCU VODA (corp A),24,Sector,1929,S+P+2E+Ma,4,147,1994,Traian VINTILA. Liviu POPP,corpul B (S+P+1E. 1896) rămâne încadrat în categoria de urgenţă U2 din anul 1994,,,07.04.2016,03.05.2016
193,Rs I,10,44.422179,26.039059,București,Strada BRAZILIA,56,Sector,1930,S+P+1 E+Ma,5,810,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
194,Rs I,11,44.447663,26.082177,București,Strada BUZEŞTI,32A,Sector,1930,S+P+3E,1,434,1994,Horia DUGAN,,,,07.04.2016,03.05.2016
195,Rs I,12,44.448725,26.082902,București,Strada BUZEŞTI,48,Sector,0,S+P+2E,3,896,2007,Vladimir AMBROZIE,încadrare în clasă de risc seismic în anul 2007,,,07.04.2016,03.05.2016
196,Rs I,13,44.441403,26.102318,București,Strada C. A. ROSETTI,27,Sector,1900,S+P+2E,4,735,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
197,Rs I,14,44.441523,26.104967,București,Strada C. A. ROSETTI,42,Sector,1927,S+P+3E,8,780,1993,Adina SIMION,,,,07.04.2016,03.05.2016
198,Rs I,15,44.441458,26.104497,București,Strada C. A. ROSETTI,43,Sector,1933,S+P+5E+Ma,8,780,2007,Dragoş BADEA,,,,07.04.2016,03.05.2016
199,Rs I,16,44.443429,26.078133,București,Strada CAMELIEI,3,Sector,1900,S+P+1E,4,145,1993,Constantin ARIENESCU,,,,07.04.2016,03.05.2016
200,Rs I,17,44.443308,26.078035,București,Strada CAMELIEI,4,Sector,1900,S+P+1E,4,114,1993,Constantin ARIENESCU,,,,07.04.2016,03.05.2016
201,Rs I,18,44.443601,26.078796,București,Strada CAMELIEI,7,Sector,1900,S+P+1 E+Ma,5,242,1993,Constantin ARIENESCU,,,,07.04.2016,03.05.2016
202,Rs I,19,44.444274,26.080759,București,Strada CAMELIEI,30,Sector,1925,S+P+1E,7,466,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
203,Rs I,20,44.436597,26.107895,București,Bulevardul CAROL I,27,Sector,1910,S+P+2E+Ma,3,755,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
204,Rs I,21,44.448439,26.09655,București,Strada CĂDEREA BASTILIEI,16,Sector,1937,S+P+3E+Ma,7,1377,1995,Vladimir AMBROZIE,,,,07.04.2016,03.05.2016
205,Rs I,22,44.43332,26.1172,București,Calea CĂLĂRAŞILOR,99,Sector,1922,S+P,3,124,1993,Adina SIMION,,,,07.04.2016,03.05.2016
206,Rs I,23,44.443264,26.120412,București,Strada CĂLUSEI,4,Sector,1937,S+P+3E+Ma,6,12,1997,Nicolae CONSTANTINESCU,,,,07.04.2016,03.05.2016
207,Rs I,24,44.445208,26.226231,București,Strada CERNICA,2,Sector,1921,S+P; S+P+1E,4,803,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
208,Rs I,25,44.479074,26.037798,București,Soseaua CHITILEI,73,Sector,1935,S+P+1E,2,275,1993,Constantin ARIENESCU,,,,07.04.2016,03.05.2016
209,Rs I,26,44.444696,26.072821,București,Strada CONSTANTIN BĂLĂCESCU,12,Sector,1890,S+P+1 E+Ma,6,879,1993,Constantin ARIENESCU,,,,07.04.2016,03.05.2016
210,Rs I,27,44.444968,26.071538,București,Strada CONSTANTIN BĂLĂCESCU,28,Sector,1918,S+P+2E+Ma,4,361,1993,Constantin ARIENESCU,,,,07.04.2016,03.05.2016
211,Rs I,28,44.450817,26.091921,București,Strada CONSTANTIN COANDA,5,Sector,1933,S+P+2E+Ma,6,904,1994,Armand NEFIAN,,,,07.04.2016,03.05.2016
212,Rs I,29,44.466106,26.088663,București,Strada CONSTANTIN DANIEL ROSENTHAL,30,Sector,1934,S+P+2E+Ma,3,383,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
213,Rs I,30,44.422179,26.039059,București,Strada CONSTANTINTIN SILVESTRI (fostă SFINŢII APOSTOLI),1  (84),Sector,1930,S+P+2E+Ma,20,1386,1994,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
214,Rs I,31,44.433379,26.078325,București,Strada COSTACHE NEGRI,10,Sector,1932,Ds+P+1E,3,429,2015,Ionel BELGUN,ncadrare în clasă de risc seismic în anul 2015,,,07.04.2016,03.05.2016
215,Rs I,32,44.442541,26.082031,București,Strada CRIŞANA,7,Sector,0,S+P+3E,0,1045,1993,Cinstantin ARIENESCU,,,,07.04.2016,03.05.2016
216,Rs I,33,44.444712,26.096524,București,Strada D. I. MENDELEEV (corp A),26,Sector,1864,S+P,2,542,1996,Adina SIMION,,,,07.04.2016,03.05.2016
217,Rs I,34,44.437244,26.106386,București,Strada DIANEI,5,Sector,1940,S+P+4E,9,1509,1993,Adina SIMION,,,,07.04.2016,03.05.2016
218,Rs I,35,44.441538,26.120072,București,Strada DIMITRIE ONCIUL,29,Sector,1936,S+P+2E+Ma,4,716,1993,Traian POPP. Mircea CONDRUT,,,,07.04.2016,03.05.2016
219,Rs I,36,44.433507,26.095665,București,Strada DOMNIŢA ANASTASIA,5,Sector,1890,S+P+2E,5,153,1996,Vladimir AMBROZIE,,,,07.04.2016,03.05.2016
220,Rs I,37,44.4466,26.107012,București,Strada DROBETA,3(5,Sector,1946,S+P+5E+Ma,5,2485,2002,Adina SIMION,,,,07.04.2016,03.05.2016
221,Rs I,38,44.419167,26.107206,București,Strada ELENA CUZA,10C,Sector,1910,S+P; S+P+Mz; S+P,3,333,1993,Alexandru BRANZEI,,,,07.04.2016,03.05.2016
222,Rs I,39,44.421227,26.093115,București,Strada EPISCOPUL CHESARIE,18,Sector,1890,S+P+2E+Ma,11,1125,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
223,Rs I,40,44.432039,26.064337,București,Strada FELICIA RACOVIŢA,5,Sector,1939,S+P+1 E+Ma S+P+2E+Ma,8,1179,1995,Mircea IEREMIA,1900; 1939,,,07.04.2016,03.05.2016
224,Rs I,41,44.442689,26.126562,București,Bulevardul FERDINAND I,87,Sector,1933,S+P+3E,8,708,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
225,Rs I,42,44.461896,26.101367,București,Calea FLOREASCA,112,Sector,1938,S+P+2E+Ma,5,732,1994,Adina SIMION,,,,07.04.2016,03.05.2016
226,Rs I,43,44.461951,26.101056,București,Calea FLOREASCA,145,Sector,1936,S+P+2E+Ma,5,1039,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
227,Rs I,44,44.44942,26.088991,București,Strada FLORIAN PITTIŞ (fostă Strada GINA PATRICHI),5,Sector,1906,S+P+1 E+Ma,4,430,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
228,Rs I,45,44.449437,26.089374,București,Strada FLORIAN PITTIŞ (fostă Strada GINA PATRICHI),6A,Sector,1922,S+P+2E,8,794,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
229,Rs I,46,44.441317,26.126996,București,Strada FLUIERULUI,17(17B,Sector,1934,S+P+2E,16,1649,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
230,Rs I,47,44.430688,26.097695,București,Strada FRANCEZĂ,14,Sector,1869,S+P+3E,3,488,2013,Mircea MIRONESCU,încadrare în clasă de risc seismic în anul 2013,,,07.04.2016,03.05.2016
231,Rs I,48,44.430087,26.099248,București,Strada FRANCEZĂ,36,Sector,1875,S+P+2E; S+P+3E,5,663,1993,Voicu DORDEA,,,,07.04.2016,03.05.2016
232,Rs I,49,44.398081,26.096049,București,Soseaua GIURGIULUI,38,Sector,1937,S+P+2E,8,756,1993,Cristian BALAN,,,,07.04.2016,03.05.2016
233,Rs I,50,44.451622,26.094524,București,Strada GRIGORE ALEXANDRESCU,70,Sector,1931,S+P+1E; S+P+4E,9,1395,1994,Dan CAPATANA,,,,07.04.2016,03.05.2016
234,Rs I,51,44.437264,26.088009,București,Strada GRIGORE COBĂLCESCU,6,Sector,1903,S+P+3E,11,2283,1994,Adina SIMION,,,,07.04.2016,03.05.2016
235,Rs I,52,44.43792,26.08614,București,Strada GRIGORE COBĂLCESCU,16,Sector,1895,S+P+1 E+Ma,2,659,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
236,Rs I,53,44.438013,26.085571,București,Strada GRIGORE COBĂLCESCU,25,Sector,1929,S+P+1E,4,807,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
237,Rs I,54,44.438066,26.085414,București,Strada GRIGORE COBĂLCESCU,27,Sector,1905,S+P+2E,7,739,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
238,Rs I,55,44.438554,26.084375,București,Strada GRIGORE COBĂLCESCU,30,Sector,1907,S+P+2E+Ma,3,682,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
239,Rs I,56,44.438856,26.083549,București,Strada GRIGORE COBĂLCESCU,38,Sector,1935,S+P+2E+Ma,8,1083,1994,Emil COROIU,,,,07.04.2016,03.05.2016
240,Rs I,57,44.438474,26.084317,București,Strada GRIGORE COBĂLCESCU,41,Sector,1929,S+P+4E,10,235,1995,Vladimir AMBROZIE,,,,07.04.2016,03.05.2016
241,Rs I,58,44.438593,26.083993,București,Strada GRIGORE COBĂLCESCU,43A,Sector,1927,P+2E+M,6,872,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
242,Rs I,59,44.439063,26.082695,București,Strada GRIGORE COBĂLCESCU,51,Sector,1930,S+P+2E+Ma,4,828,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
243,Rs I,60,44.445611,26.082549,București,Calea GRIVIŢEI,103C,Sector,1904,S+P+1E; S+P,10,596,1993,Aurel COMANESCU,,,,07.04.2016,03.05.2016
244,Rs I,61,44.445912,26.081007,București,Calea GRIVIŢEI,125,Sector,1915,S+P+2E,4,1054,1993,Horia DUGAN,,,,07.04.2016,03.05.2016
245,Rs I,62,44.445955,26.080845,București,Calea GRIVIŢEI,127C,Sector,1900,S+P+1E,10,582,1993,Aurel COMANESCU,,,,07.04.2016,03.05.2016
246,Rs I,63,44.472502,26.04965,București,Calea GRIVIŢEI,238,Sector,1960,S+P+8E,136,11568,1996,Nicolae ALEMAN,,,,07.04.2016,03.05.2016
247,Rs I,64,44.434673,26.106898,București,Bulevardul HRISTO BOTEV,14,Sector,1925,S+P+3E+Ma,6,141,1993,Alexandru PROGRESEANU,,,,07.04.2016,03.05.2016
248,Rs I,65,44.448932,26.081703,București,Strada IACOB FELIX,12,Sector,1919,S+P+2E+Ma,7,1007,1993,Aurel COMANESCU,,,,07.04.2016,03.05.2016
249,Rs I,66,44.450181,26.074995,București,Strada IACOB NEGRUZZI,32,Sector,1890,S+P+2E,7,746,1997,Ovidiu GEORGESCU,,,,07.04.2016,03.05.2016
250,Rs I,67,44.422179,26.039059,București,Strada IENACHIŢĂ VACARESCU (corp C),34,Sector,1906,S+P; S+P+Pod S+P+Ma,9,1137,1993,Constantin NICUT,1850 - 1906,,,07.04.2016,03.05.2016
251,Rs I,68,44.439799,26.131662,București,Strada ILARIE CHENDI,17,Sector,1930,S+P+1E; S+P+1E,6,790,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
252,Rs I,69,44.436155,26.073806,București,Splaiul INDEPENDENŢEI Strada NICOLAE TONITZA,2K 13,Sector,1915,2S+P+MZ+6E,18,11504,1993,Gabriel NICULESCU,,,,07.04.2016,03.05.2016
253,Rs I,70,44.421391,26.10137,București,Strada IOAN BUDAI DELEANU,2,Sector,1935,S+P+2E+Ma,8,1011,1993,Traian POPP,,,,07.04.2016,03.05.2016
254,Rs I,71,44.441826,26.125741,București,Strada ION ANDREESCU,5,Sector,1940,S+P+1 E+Ma,4,339,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
255,Rs I,72,44.440776,26.126315,București,Strada ION ANDREESCU,24,Sector,1932,S+P+2E,4,585,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
256,Rs I,73,44.440667,26.12639,București,Strada ION ANDREESCU,26A,Sector,1932,S+P+3E,10,667,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
257,Rs I,74,44.433758,26.10596,București,Strada ION FLORESCU (corp C + D + E),21,Sector,1928,S+P+2E+Ma S+P+2E+Ma,14,2608,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
258,Rs I,75,44.464788,26.068614,București,Bulevardul ION MIHALACHE,181,Sector,1937,S+P+2E+Ma,2,430,2005,Mariana STOENESCU,,,,07.04.2016,03.05.2016
259,Rs I,76,44.437519,26.109401,București,Intrarea ITALIANA,4,Sector,1932,S+P+3E+Ma,4,832,1993,Adina SIMION,,,,07.04.2016,03.05.2016
260,Rs I,77,44.434424,26.106419,București,Strada IVO ANDRIC,4,Sector,1910,S+P+2E+Ma,20,1476,2012,Mihai URSACHESCU,încadrare în clasă de risc seismic în anul 2012,,,07.04.2016,03.05.2016
261,Rs I,78,44.439043,26.105235,București,Strada JEAN LOUIS CALDERON,22,Sector,1940,S+P+4E,10,1108,1993,Adina SIMION,,,,07.04.2016,03.05.2016
262,Rs I,79,44.433009,26.077185,București,Strada JOSEPH LISTER,11,Sector,1932,S+P+2E+Ma,4,538,1997,Iorgu NICULA,,,,07.04.2016,03.05.2016
263,Rs I,80,44.422469,26.094815,București,Strada JUSTIŢIEI,29,Sector,1920,S+P; S+P+2E,9,529,1993,Rodica ANGELESCU,,,,07.04.2016,03.05.2016
264,Rs I,81,44.430924,26.118861,București,Strada LABIRINT,31,Sector,1930,S+P,2,320,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
265,Rs I,82,44.448738,26.080275,București,Strada LEONIDA VARNALI,17,Sector,1913,S+P+2E,2,449,1997,Radu DIAMANDOPOL,,,,07.04.2016,03.05.2016
266,Rs I,83,44.441189,26.079067,București,Strada LIPOVA,24,Sector,1900,S+P+1E,2,320,1993,Alexandru COMANESCU,,,,07.04.2016,03.05.2016
267,Rs I,84,44.431956,26.101964,București,Strada LIPSCANI,61,Sector,1894,S+P+2E,2,600,1993,Ion VARSA,,,,07.04.2016,03.05.2016
268,Rs I,85,44.452977,26.120431,București,Strada LIZEANU,18,Sector,1910,S+P,,181,1993,Constantin DALBAN,,,,07.04.2016,03.05.2016
269,Rs I,86,44.453529,26.120478,București,Strada LIZEANU,19A,Sector,1930,S+P+2E,7,545,1993,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
270,Rs I,87,44.440145,26.10897,București,Strada LOGOFĂTUL LUCA STROICI,7,Sector,1935,P,1,206,1993,Constantin BALAN,,,,07.04.2016,03.05.2016
271,Rs I,88,44.437912,26.115582,București,Strada LUNII,2,Sector,1934,S+P+2E,3,430,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
272,Rs I,89,44.437428,26.115542,București,Strada LUNII,8,Sector,1929,S+P+2E,3,614,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
273,Rs I,90,44.442075,26.111008,București,Strada MARIA ROSETTI,53,Sector,1914,S+P+2E,7,1887,1997,Grigore ARSENIE,,,,07.04.2016,03.05.2016
274,Rs I,91,44.438353,26.129346,București,Strada MĂTĂSARI,12,Sector,1930,S+P+1 E+Ma; S+P,4,310,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
275,Rs I,92,44.430646,26.11235,București,Strada MATEI BASARAB,31,Sector,1930,S+P,,185,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
276,Rs I,93,44.438578,26.124542,București,Strada MATEI VOIEVOD,18,Sector,1940,S+P+2E+Ma,3,736,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
277,Rs I,94,44.447069,26.109803,București,Strada MIHAI EMINESCU (corp B),37,Sector,1928,S+P+2E,9,948,1993,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
278,Rs I,95,44.445626,26.116609,București,Strada MIHAI EMINESCU,159,Sector,1933,S+P+3E,6,890,1995,Armand NEFIAN,,,,07.04.2016,03.05.2016
279,Rs I,96,44.445121,26.117198,București,Strada MIHAI EMINESCU,173,Sector,1895,S+P+2E+Ma,7,465,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
280,Rs I,97,44.434474,26.083825,București,Bulevardul MIHAIL KOGĂLNICEANU,15(17,Sector,1920,S+P+3E+Ma,8,133,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
281,Rs I,98,44.434474,26.083825,București,Bulevardul MIHAIL KOGĂLNICEANU,23 (77),Sector,1890,S+P+2E+Ma,10,11,1996,Silvia CARAMAN,,,,07.04.2016,03.05.2016
282,Rs I,99,44.446764,26.090102,București,Strada MIHAIL MOXA,2,Sector,1920,S+P+Mz+1E+Ma,0,1562,1993,Constantin ARIENESCU,,,,07.04.2016,03.05.2016
283,Rs I,100,44.44649,26.087931,București,Strada MIHAIL MOXA,14,Sector,1890,S+P+Ma,0,795,1993,Constantin ARIENESCU,,,,07.04.2016,03.05.2016
284,Rs I,101,44.446454,26.087264,București,Strada MIHAIL MOXA,18,Sector,1880,S+P+1E,0,760,1993,Constantin ARIENESCU,,,,07.04.2016,03.05.2016
285,Rs I,102,44.443578,26.084946,București,Strada MIRCEA VULCĂNESCU,32A,Sector,1900,S+P+2E+Ma,8,856,1994,Radu DIAMANDOPOL,,,,07.04.2016,03.05.2016
286,Rs I,103,44.443045,26.081403,București,Strada MIRCEA VULCĂNESCU,66,Sector,1930,S+P+2E+Ma,5,520,1996,Nicolae CONSTANTINESCU,,,,07.04.2016,03.05.2016
287,Rs I,104,44.442819,26.079853,București,Strada MIRCEA VULCĂNESCU,74,Sector,1935,S+P+3E+Ma,5,839,1995,Ovidiu GEORGESCU,,,,07.04.2016,03.05.2016
288,Rs I,105,44.42079,26.109824,București,Intrarea NESTOREI,5,Sector,1914,S+P+1E,1,295,1993,Rodica ANGELESCU,,,,07.04.2016,03.05.2016
289,Rs I,106,44.442062,26.097488,București,Strada NICOLAE GOLESCU,20,Sector,1921,S+P+3E,11,1783,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
290,Rs I,107,44.433662,26.104702,București,Strada NICOLAE MAVROGHENI,15,Sector,1906,S+P+1 E+Ma,1,239,1993,Laurenţiu SPOIALA,,,,07.04.2016,03.05.2016
291,Rs I,108,44.430709,26.099326,București,Strada NICOLAE TONITZA,3,Sector,1901,S+P+2E,16,2995,1993,Radu DIAMANDOPOL,,,,07.04.2016,03.05.2016
292,Rs I,109,44.435585,26.109594,București,Intrarea NICOLAE VERMONT,6,Sector,1930,S+P+2E,4,489,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
293,Rs I,110,44.447282,26.086623,București,Strada OCCIDENTULUI,55,Sector,1890,S+P+1E,8,527,1993,Elena DRAGOMIRESCU,,,,07.04.2016,03.05.2016
294,Rs I,111,44.43847,26.118056,București,Bulevardul PACHE PROTOPOPESCU,91,Sector,1940,S+P+2E,5,420,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
295,Rs I,112,44.439189,26.121941,București,Bulevardul PACHE PROTOPOPESCU,113,Sector,1920,S+P+2E+Ma,7,640,1994,Vasile DORDEA,,,,07.04.2016,03.05.2016
